Student_ID,Age,Gender,Field_of_Study,Skill_Level,IoT_Attendance_Rate,IoT_Practical_Score,IoT_Focus_Level,IoT_Engagement_Score,Employment_Preference,Match_Score,Confidence_Level
S0024,19,Other,Healthcare,85,86.92987290661654,41.498299727022975,0.6710129805329098,0.05621390545987848,IT Support,0.2363365902687512,0.7793111684330947
S0025,29,Female,Healthcare,94,65.78136718816751,66.94232607580756,0.6970241660042995,0.7475206367465048,Data Analyst,0.09785700271645004,0.9518089348993553
S0026,22,Male,Design,55,82.2416302011157,54.24871340513545,0.36298284040387163,0.8508527573220954,Nurse,0.5761593298259662,0.5554974069609053
S0027,18,Female,Design,40,69.75654538057516,42.97686240033025,0.8792795561570067,0.28613504245831434,IT Support,0.5536778335394333,0.5885607288012098
S0028,29,Other,IT,84,85.66034416413089,83.47589721085774,0.7253716002348575,0.6404472739932529,Business Analyst,0.188385009334873,0.7143324121947424
S0029,27,Other,Business,94,59.96076374470265,46.69557999743485,0.11259046652919447,0.3141620638369721,Technician,0.056246694315172485,0.5633563676171194
S0030,23,Female,IT,92,94.51075013180872,76.49917000046631,0.40777803440616267,0.957971066482454,Business Analyst,0.08070845419398598,0.7831480718620437
S0031,29,Other,Design,60,64.37047982327898,56.86298501001335,0.8863803619601417,0.03342357243550376,Business Analyst,0.9927709865127338,0.6992002333047123
S0032,26,Male,Engineering,69,68.38929938780765,50.40976302130132,0.047196701697378995,0.579792843832955,Technician,0.7835838947428837,0.6422978972679592
S0033,18,Male,Design,52,52.90459760401749,62.78509137515905,0.9614166196420495,0.1665035470495151,Technician,0.9219874759651726,0.5849949065088187
S0034,28,Female,Business,73,55.57561061606382,88.08674657337721,0.6791625683195628,0.7122202051771587,Designer,0.19505472223636333,0.6676691191741051
S0035,28,Female,Design,43,75.7930951356164,63.52561461427436,0.6313759776433766,0.17589028341866209,Technician,0.9605685363234351,0.803979675416171
S0036,27,Female,Business,67,63.379633836398575,85.04617895266334,0.2705592564879914,0.23538326189835757,IT Support,0.14265435147316208,0.7878926054447057
S0037,29,Other,Business,77,91.77401128710972,47.52917780794904,0.24879178873917707,0.4943708110457581,Data Analyst,0.5090818285664711,0.5818120001051169
S0038,29,Male,Business,97,50.734669432747694,86.36628517990475,0.9420582194885955,0.9148349499968781,Designer,0.829695684417064,0.5624599053703168
S0039,20,Male,Business,70,68.95470243359681,54.215999494398915,0.29827245423412274,0.21171437214797084,Designer,0.3498033545115794,0.5133383813044363
S0040,29,Other,Business,98,66.86727733845464,80.64358779333236,0.7755052967189994,0.14424002111810352,Data Analyst,0.4248285331769005,0.5062127968969661
S0041,24,Male,Engineering,94,50.966381545880054,73.94689329045978,0.39312179820707915,0.7589768318540306,Designer,0.12818511029909785,0.9399052178598426
S0042,21,Female,IT,66,56.21841995002551,95.74868303270124,0.13925407078470398,0.500619532333931,Technician,0.12292187999897275,0.522544428002695
S0043,26,Female,Healthcare,44,70.68213374593176,63.23935107851884,0.01071529769535895,0.9117851123817714,Business Analyst,0.6195682247786596,0.8656105549366231
S0044,20,Female,IT,64,74.64322922237233,43.969911330066424,0.5442573370152508,0.14661455715984228,Nurse,0.6755323686200567,0.9359925481224785
S0045,22,Male,Business,42,70.21448736274345,41.14932913307518,0.9757788185489327,0.6459278930230393,Technician,0.7773325140821933,0.5490289242812287
S0046,20,Female,Engineering,72,76.5468839206047,89.6115136583652,0.3691361938092045,0.23287914615181504,Business Analyst,0.5566820526817535,0.7181507119165088
S0047,24,Other,Design,43,79.75658374528408,71.48413825968593,0.35719233399304484,0.1567604286516393,Business Analyst,0.6457592922613059,0.9811514915871383
S0048,22,Other,Engineering,64,50.49619105639178,86.51464311009696,0.3440916178494421,0.6834294151572705,Designer,0.013517271699720057,0.9170693302617925
S0049,26,Male,Business,59,73.2047579726752,54.065536000690884,0.5205438373048584,0.5936846199087332,IT Support,0.16217072713718805,0.7448520159289276
S0050,24,Other,Engineering,73,98.17496204437941,60.70502473079402,0.44066488342429355,0.7548274583623312,IT Support,0.9849147660169046,0.8812855563957764
S0051,19,Other,Engineering,65,75.95161400647743,41.80623233267914,0.8799146267270145,0.30946257644618236,Designer,0.0759935063158318,0.9166888122158319
S0052,21,Male,Business,44,83.87711337294766,97.68953947444673,0.5055207917234903,0.44797165638218994,Designer,0.6787882222602449,0.6740134815943597
S0053,26,Female,Engineering,74,65.59319289584415,80.0720744020488,0.5077578381885688,0.4054716763304185,Data Analyst,0.17608263303171623,0.9460764584349804
S0054,29,Female,Healthcare,67,88.69956890763812,95.99230526555837,0.1383715947205566,0.9840894639665142,Data Analyst,0.7167185857676419,0.7352366598385784
S0055,19,Female,Healthcare,68,88.64607409380575,55.92978444574434,0.982739540910386,0.2922489567393879,Nurse,0.7059904029619934,0.7639036817794149
S0056,27,Male,Engineering,48,76.06480238270694,76.68781667353966,0.24997289086882968,0.2948172383467669,Nurse,0.2341990597880902,0.9998538189109155
S0057,26,Other,Design,91,98.80069116396068,80.70999809755827,0.07336406745960267,0.3545482088286074,Nurse,0.2696343992192042,0.9216514830760807
S0058,27,Female,Business,77,56.27751073813267,59.05298201545531,0.6631462489752088,0.5645940812903215,Nurse,0.6547707136020883,0.68088500288649
S0059,22,Female,Healthcare,89,50.84738324447905,90.8865541009378,0.5953663701568727,0.25232274426374524,Business Analyst,0.39008603878021364,0.50517279823635
S0060,19,Male,Design,45,88.50791058785481,96.82968777401487,0.4151456539927457,0.9152899403792739,Business Analyst,0.19454796969991128,0.8130870368969474
S0061,21,Female,Engineering,58,90.35777686824413,93.09130706176026,0.42219223388067806,0.2656855648662635,Data Analyst,0.7316795987874818,0.851956713064054
S0062,29,Male,Design,99,56.01036145602881,84.34401855636236,0.7850639210464312,0.8958157315601947,IT Support,0.15414752433633416,0.8254013450716898
S0063,29,Other,IT,83,63.2791416479303,56.64788078349724,0.19571264009964906,0.10347506364658465,Designer,0.8556436641449466,0.9839311755816065
S0064,24,Male,Healthcare,96,50.877618168331445,56.8969625263379,0.8202533189448897,0.6565627023996523,IT Support,0.5146695240518275,0.9314855136660721
S0065,29,Male,Engineering,50,64.66543053902824,97.80161922676228,0.6487471138950182,0.9069855184382437,Technician,0.10570060387930069,0.7244158465903243
S0066,25,Male,Business,41,88.65709369593358,40.61706975614152,0.4189697737795244,0.16874943839822953,Business Analyst,0.6940723335309844,0.5314287437361904
S0067,20,Male,Engineering,86,75.89802638562895,82.96299839452867,0.4580286165838686,0.968326960099255,Nurse,0.5191630395745405,0.7380293847509984
S0068,18,Other,Business,83,67.40477965841441,82.37476975331573,0.2566472071860958,0.4528833604155117,Nurse,0.2980575717948095,0.8446220099810116
S0069,21,Other,Engineering,83,68.58696474531652,77.36137245698785,0.7521143326969748,0.9457151084410245,Technician,0.42253938022385484,0.8038549041135024
S0070,19,Female,Design,48,50.06768128577341,99.40653076521195,0.5128747423052678,0.676820043630047,IT Support,0.29833774358749876,0.7690685338554424
S0071,25,Other,Design,60,64.9900263782618,58.712766145823515,0.3208545427498436,0.30158686987355154,Nurse,0.26302583574278404,0.7344094790076207
S0072,21,Other,Design,63,82.32293708189653,60.398311827594895,0.5960501157609502,0.18830252491710642,IT Support,0.1636084208437122,0.6468809365136932
S0073,19,Female,IT,73,98.70972219081786,44.73636417679333,0.995734452051323,0.3037350462250994,Designer,0.3627671331374759,0.6386733808623146
S0074,23,Other,Business,61,92.35304134919497,66.56788819262425,0.43526227965655384,0.09301740926267499,Technician,0.25098720631607074,0.750115739462901
S0075,23,Male,Design,42,51.17974823227646,55.662911574090884,0.9206914007786196,0.14386796634332977,IT Support,0.6834344870539171,0.5803015732148245
S0076,27,Male,IT,51,94.92803023374196,60.60320213065865,0.3450168399245661,0.10466044034648114,Designer,0.6838767411633063,0.6703427117874008
S0077,21,Female,Business,67,89.15992066493129,90.07430741533766,0.054732706924985886,0.42294354374155774,IT Support,0.5018402425556384,0.6619896373550498
S0078,23,Female,Engineering,69,89.01880617854903,96.12907081164974,0.20424210636842888,0.7955783762575864,IT Support,0.7779445274703211,0.7935664007921004
S0079,19,Female,IT,65,72.89978795017858,51.143984320311134,0.4186951433276842,0.1413835542163402,Nurse,0.8413397190060482,0.5333411501815123
S0080,27,Male,Healthcare,87,69.90026464772514,62.35053589320795,0.219634928594569,0.13032043317233588,Data Analyst,0.5797664574342731,0.9148343401325476
S0081,29,Other,IT,60,65.14578644165962,95.71783372692364,0.0002270382182555375,0.6434289495173308,Business Analyst,0.6189351627634337,0.781189190192201
S0082,19,Male,IT,67,53.284742947718286,43.70850764135336,0.9150015377475272,0.19718298196806627,IT Support,0.2828859097863652,0.8354133403879677
S0083,27,Female,Business,95,61.41176817468495,45.54163168668271,0.843879411230929,0.0976100381089916,IT Support,0.8948692007055198,0.8515469518797164
S0084,21,Other,Engineering,65,62.33018174890123,49.76745935237376,0.7422922314869471,0.16684857820557764,IT Support,0.024206044422529827,0.6457420684212682
S0085,25,Other,Healthcare,72,74.20385348551008,75.71277004761248,0.16781459564602863,0.9237313958767761,Data Analyst,0.3486024694428457,0.7351857836924333
S0086,24,Male,Design,60,87.3722203298347,49.02833626035985,0.12036357620998606,0.8214712527761908,Designer,0.721800421549856,0.9781229779348336
S0087,29,Female,Design,74,73.69049141989733,98.08458288704401,0.06760474947238315,0.3540645623550941,Technician,0.08008950967116124,0.8833526189984074
S0088,26,Male,IT,91,52.89222247235803,66.80287163551122,0.7240291887729212,0.6558207673273928,Nurse,0.18316952742829262,0.9847784376115927
S0089,25,Other,Business,73,97.8894900494102,70.09107762100999,0.9288079606878853,0.5372756736680381,Data Analyst,0.5892857278628512,0.8731271725731442
S0090,22,Male,Business,80,97.13621595470562,54.79951694832439,0.430535820913037,0.6771242634825639,Designer,0.5599936714635579,0.5878000698542587
S0091,19,Male,Design,90,89.25947715742042,68.257615146084,0.11914067199604816,0.6826711524627593,IT Support,0.738928296130955,0.5322679419223382
S0092,22,Female,Healthcare,86,99.56639507821103,79.71481795822069,0.5123928207321066,0.6287340150599929,Designer,0.8126126390881718,0.7888307183598318
S0093,25,Female,Engineering,57,77.22411664001315,85.07062821724256,0.34883190745863013,0.2661013685373086,Data Analyst,0.12857957851166912,0.6789066398513048
S0094,27,Other,Healthcare,97,98.13841751266031,85.23208496259478,0.3748249243499977,0.03900642076281813,Data Analyst,0.01838098977524205,0.6377289550690851
S0095,26,Male,Engineering,50,53.78025203083754,74.6734667616453,0.6213306241557073,0.4555667819901088,Data Analyst,0.6896385196589061,0.9036054982127087
S0096,29,Male,Design,96,68.28403741306857,94.26158649963143,0.7187181132622024,0.8909738846907038,Technician,0.3013917957663592,0.6834966335409737
S0097,29,Male,Engineering,62,61.26906340033829,89.04447083836656,0.11060359887316085,0.5694972585185759,Business Analyst,0.6259839139179536,0.658500484867152
S0098,29,Other,Business,87,59.7916542067135,85.42288688191752,0.035590230806476386,0.8323910417019079,Nurse,0.1505445880622247,0.9249937965845052
S0099,26,Other,IT,61,57.0401474446338,43.33633130082764,0.9943303026857149,0.9916243429612281,Technician,0.4690400466659629,0.9231436682432301
S0100,18,Female,IT,56,81.12068207829984,40.41267773317896,0.23272834891555183,0.16361620413827627,Technician,0.5044247460634369,0.6781833188775284
S0101,26,Female,Design,44,89.06609278736525,52.74683663172838,0.053830524908459076,0.6917776391419823,Business Analyst,0.5850778163732161,0.9162493504929832
S0102,24,Female,Business,83,78.91491997101804,79.81141563480713,0.18987532909591998,0.6742935737000246,Technician,0.5131700163305644,0.9253892451663303
S0103,26,Male,Healthcare,50,57.34813547941049,64.67184933295275,0.03895784634846422,0.9799554473582784,Data Analyst,0.4956907702287139,0.7119652675148331
S0104,25,Male,Business,69,90.55618849667354,64.14437555795871,0.39181089461717167,0.9856007339528003,Data Analyst,0.33273415398385553,0.5332365651045858
S0105,18,Female,IT,54,81.79773535818643,93.07521329377683,0.8024017844513243,0.6866786117241295,Designer,0.07118023631808623,0.50079232223317
S0106,29,Male,IT,66,69.40828530634977,93.73377088791032,0.3412444497577206,0.24361479198219427,IT Support,0.08952019679684231,0.7616462314444975
S0107,25,Female,Business,74,83.70651477680315,94.55051584321515,0.44418340687836655,0.798555838130599,Technician,0.43377827440715366,0.6720377466851779
S0108,25,Other,Business,72,62.995248962141645,58.832684590901636,0.6755867735674388,0.1070291342110381,IT Support,0.35579312782099304,0.998565947079183
S0109,28,Female,IT,59,67.25961042471053,81.46334876435571,0.5088940700698802,0.7806993041716287,Nurse,0.5161348046744978,0.8862054998136422
S0110,20,Other,Healthcare,55,95.87429215659951,56.29799087646218,0.8614456860213242,0.9101961241446964,Data Analyst,0.30483816925626694,0.8806377281752062
S0111,18,Male,Design,73,64.52522528357102,51.43658998446699,0.8660356750457565,0.38283339476843525,Designer,0.6879100914553243,0.9776213841436718
S0112,25,Female,Design,41,73.49941340789684,51.07794744084215,0.009910695491153643,0.6306352949830805,Nurse,0.8639548220095106,0.9438621989466605
S0113,20,Male,Business,74,94.50705686980073,60.52645725181564,0.7780463064831992,0.4301427320968263,Designer,0.2988631887868677,0.6590937397281944
S0114,20,Other,Design,79,85.38606751337637,65.7974571867893,0.46073360024167387,0.43776505498812845,Business Analyst,0.1929840079390286,0.5829936108019382
S0115,18,Other,IT,95,53.110161308235135,89.8569502633041,0.9888405413036631,0.31037088910812005,Data Analyst,0.11618057425408912,0.8729461325327411
S0116,28,Other,IT,67,57.36515221394852,47.19346560836273,0.48323207587543515,0.7621296204503246,Nurse,0.6162540405708125,0.6891369468414366
S0117,22,Male,Business,86,50.392079538595844,84.09555084369364,0.9868959453882975,0.9361765641665052,Business Analyst,0.4438559911405694,0.7365863258154782
S0118,27,Male,Business,78,81.54608951145818,71.88729485135832,0.7545693612057366,0.9407508592344611,Nurse,0.18801571719628896,0.8151988656374134
S0119,24,Male,Business,45,72.38367127052092,57.27672056055955,0.24860488461330632,0.17478128487493383,Designer,0.6531367332918554,0.9539363384676203
S0120,27,Male,Healthcare,48,56.713742545113774,69.56917507196948,0.5383949792869577,0.874743649656566,Business Analyst,0.1484831830052844,0.7095438768354829
S0121,26,Other,Design,59,97.89670605283852,57.99652418662136,0.9921356394785827,0.7374314414271221,Business Analyst,0.5543007058479525,0.8916584451096807
S0122,29,Other,Business,99,76.482986197281,75.76491731429836,0.8575306077519237,0.25283740069028926,Data Analyst,0.5271483816252647,0.6341698956373287
S0123,24,Female,Engineering,40,62.09466470564446,66.03063537131464,0.0973668937912211,0.06728461292151455,IT Support,0.7342278011860833,0.8489858954618068
S0124,26,Female,Engineering,47,75.03017855773538,49.86433174473272,0.7063719968099961,0.26799726688437797,Designer,0.055109639940666755,0.5007897105389559
S0125,25,Male,IT,94,83.98101663675538,46.9949844733418,0.34557958587081306,0.9122082367815256,Designer,0.8878729318513303,0.9357536067453174
S0126,29,Other,Design,62,53.81196089867822,72.80174092432782,0.006982261880348117,0.6331786748957723,Business Analyst,0.7029917261468195,0.5151897899772313
S0127,19,Other,Business,42,63.7351907523946,94.1447819971662,0.4034809690269996,0.7210546608978718,Business Analyst,0.21612599834876223,0.8563768773812921
S0128,18,Other,Engineering,43,90.34827454419968,60.637461193461135,0.2347544217249713,0.25715235110909584,Data Analyst,0.18340534860973967,0.5231290946306419
S0129,24,Female,Design,97,72.98324352013306,83.9800064333574,0.8188692705204715,0.7193881555748203,IT Support,0.4316602141437834,0.6331228496970017
S0130,24,Female,IT,64,77.32885710161474,79.51968129638601,0.3373306088457655,0.028121506277923758,Designer,0.8175653295445969,0.7486012017782766
S0131,25,Other,Healthcare,86,71.64080011047346,95.89329485856885,0.8275236939538171,0.3753213457730138,Technician,0.8429499931391071,0.7099693426741192
S0132,22,Other,Design,77,52.194997132150256,89.25886103794845,0.0005979388347953085,0.6267533485423312,Technician,0.520456092139383,0.5959180573005053
S0133,20,Other,Design,54,58.2874889910078,73.99631553432778,0.30781915002611915,0.14609656554132022,IT Support,0.8608108626867375,0.6669074558546186
S0134,29,Female,Healthcare,60,72.27708193709455,79.42182989404644,0.24116521430776194,0.8230035744469347,Nurse,0.005443709191690571,0.8638531850304836
S0135,25,Other,Design,74,60.459273270396395,93.90318799504209,0.23356736106861098,0.23503129881191864,Data Analyst,0.03517463153159661,0.8346285462898242
S0136,23,Other,IT,96,52.49895143298394,63.97112707521609,0.0681866197654627,0.6522811128184463,IT Support,0.9118215936367428,0.5359072918819578
S0137,28,Male,IT,92,92.18248320259119,59.60768235146664,0.18712427041050173,0.4051971425753297,Technician,0.775331929885916,0.8736579127864432
S0138,20,Male,Healthcare,92,99.0596264582058,40.64866501811178,0.5555495698856199,0.5960435954776472,Business Analyst,0.4507060582503857,0.5265229405985141
S0139,18,Female,Business,85,89.65714369983698,89.59306445148786,0.2913610728377445,0.10745055262890812,Technician,0.7536101314779872,0.7714631945498922
S0140,20,Other,Engineering,91,92.68924608523335,88.0588420242019,0.41739478232914795,0.016912799921607324,Business Analyst,0.9556394617234216,0.6300313740210953
S0141,22,Other,Business,53,62.09885651585227,46.26727108600908,0.3768668803471885,0.9095644273803012,Data Analyst,0.772089523881285,0.7938450637799095
S0142,20,Male,Design,75,98.03134877565998,74.61144286796201,0.8759049249998946,0.2696300087671828,Business Analyst,0.842371333818322,0.6306641979704509
S0143,18,Female,Engineering,51,59.84628522267142,67.83890189001325,0.9052989990105155,0.8196770027804591,IT Support,0.7606065813900618,0.9924789848129155
S0144,22,Male,Healthcare,56,97.57149051809162,47.12254573054669,0.49295697165586005,0.9993503004722002,Business Analyst,0.1682110924335416,0.6548640918637659
S0145,27,Male,Healthcare,78,99.74096469829755,98.83409362364341,0.3301559503156044,0.21143125799891116,Nurse,0.8335741096457367,0.6209803178372479
S0146,24,Male,Engineering,48,85.58614028730244,52.88175324780133,0.10680070400236363,0.2651707411833556,IT Support,0.19510882002421004,0.639232645457673
S0147,24,Male,IT,74,99.0571865895911,44.034050805433665,0.953402879382095,0.6628597876346657,Data Analyst,0.892611328044147,0.9482364286296476
S0148,28,Other,Engineering,99,78.47698897835518,75.69084277011457,0.06022694490029745,0.9654486346006212,IT Support,0.4586498980810759,0.8181094143346723
S0149,26,Other,Design,52,62.97708915880452,84.33200062798196,0.29765027756828044,0.9158143481907439,Nurse,0.6769767523110285,0.8653420487103882
S0150,27,Male,IT,54,71.84979428328104,41.946606762831216,0.29806620117000415,0.5028755200655849,Data Analyst,0.4972408478806435,0.9590052550471753
S0151,27,Female,Healthcare,57,79.6780467689393,79.52305832362133,0.3204012861402149,0.7951102825267247,Technician,0.09399092941660203,0.9559362424225037
S0152,29,Female,Engineering,90,53.65407810135075,71.93751255708727,0.16428684327240928,0.13574585309990106,Nurse,0.2907223076206651,0.8694729232893638
S0153,20,Female,Business,72,81.1171632308623,46.195900532502904,0.7831614309236972,0.9774381842040123,Data Analyst,0.983731853997006,0.5989122144206614
S0154,24,Female,Business,45,99.05889183811473,50.35143261678172,0.12249786196598922,0.9643532340359865,Business Analyst,0.9607147516698173,0.9216866603375027
S0155,18,Male,Design,98,59.50538248918638,74.07845783896482,0.6349066591531628,0.16372895787917097,IT Support,0.3204868976555473,0.6018880170955319
S0156,21,Other,Business,66,89.62975581441916,57.7814568107973,0.12384602670581746,0.2994231248031066,Data Analyst,0.9962968042452258,0.871449407049216
S0157,21,Female,Engineering,62,95.39493968898097,96.29894371907896,0.07053563759295656,0.10015499750676693,IT Support,0.8455511954968996,0.8428015332724372
S0158,22,Male,Engineering,98,97.18507964101104,89.12441376904304,0.9094295036858765,0.2717175988981797,Business Analyst,0.6109594994322547,0.8794444250702234
S0159,24,Female,Business,66,98.00678022027236,99.01403239081978,0.19012876631870568,0.8159557894152066,Data Analyst,0.04012462026100949,0.7663428403569079
S0160,24,Female,Engineering,73,76.0729819360736,55.580250337024836,0.8212501545597043,0.37831560716525947,Technician,0.9014468295383795,0.8193630911246098
S0161,28,Male,Design,95,98.86539539957519,98.18341796787863,0.5446308711071358,0.08839696714675838,Nurse,0.5574292792643197,0.9766600402171277
S0162,21,Other,IT,85,87.86551035672194,65.87403218749347,0.0778565196087696,0.34222552477890456,Data Analyst,0.8684761512027696,0.5505442970871075
S0163,24,Other,Design,77,58.083571811848095,60.85112771882528,0.9554481914380675,0.9813833342412801,Business Analyst,0.8344291199057423,0.65442363739081
S0164,28,Male,Design,53,73.8450053233985,43.0209716181612,0.24696116699189252,0.6296835952592029,Data Analyst,0.8330062152010861,0.8056785065491912
S0165,20,Other,Engineering,75,85.9165587686002,43.165915471576156,0.8596453453526065,0.41616094640615775,IT Support,0.6981738607149051,0.9820270650657447
S0166,23,Male,IT,92,62.36701579095417,81.52067535679927,0.16881000578456418,0.16653851349727,Designer,0.2914151386760486,0.5477872238313006
S0167,29,Male,Engineering,47,82.03075917744437,67.47573966604168,0.8539428821418529,0.9861767972836948,Data Analyst,0.33616025774451985,0.5112746107650432
S0168,19,Male,Healthcare,74,83.33002395233096,53.591297562166346,0.013228812905293985,0.8208490092631288,Technician,0.30846921258268634,0.527874799235164
S0169,27,Other,Engineering,58,58.13498719042829,76.83821837951396,0.5117804565694807,0.2814773024509194,Data Analyst,0.020045999532564696,0.5262028432305994
S0170,26,Male,Engineering,69,78.25426562263782,55.17148709500667,0.7694425794215568,0.07006869572118946,Nurse,0.5825689092148112,0.9539079288887022
S0171,22,Female,Engineering,53,88.58134554893039,74.65790526066536,0.9347955174927833,0.05662555737755803,Data Analyst,0.6988336704460328,0.8606289539669123
S0172,23,Other,IT,98,74.9447832267971,61.552524818961416,0.909202136206487,0.12037814950553383,Designer,0.8538659935252035,0.8385531830981392
S0173,29,Other,Engineering,59,50.60515583880537,89.41313359670914,0.8196248695476449,0.5807685836144216,IT Support,0.14016543338273035,0.7612864101309047
S0174,29,Other,IT,88,50.45192345396461,89.24176964600676,0.8881913496613041,0.9287634212054924,Data Analyst,0.5441831489768018,0.890976308486076
S0175,29,Other,Business,64,67.85146719850061,68.64102388734408,0.1992196858370765,0.4967434280059845,Technician,0.00800814067378286,0.5778239963807954
S0176,29,Female,Healthcare,79,96.30970342158909,61.04914656010094,0.28418429571172876,0.8429454824561972,Business Analyst,0.09509364771072948,0.6959705948942188
S0177,21,Other,IT,63,61.43383898018044,61.75358779354568,0.2889685249210585,0.4458866198598078,Data Analyst,0.05421174420599306,0.7450021253821717
S0178,28,Other,Business,53,81.71818444358436,88.34287154009307,0.3770539310016988,0.7085835457678252,Data Analyst,0.7254780340154869,0.5552047488383631
S0179,27,Male,IT,65,61.103793534666025,59.69076896785672,0.3933206703851887,0.7318727372865008,Nurse,0.08105956387760316,0.7097568546687585
S0180,24,Other,IT,77,66.08349948297743,52.54356242241076,0.5445553246546755,0.17396370590333865,Technician,0.71645298155879,0.6582508896313102
S0181,29,Female,Healthcare,62,92.4021044800742,45.08130051251841,0.15987976336644139,0.36121605897581177,Designer,0.24962470441058338,0.5177910728967313
S0182,26,Female,Design,61,86.44307211349735,68.0015872530645,0.6912466637859893,0.6373021565380239,Business Analyst,0.8777129606969395,0.5683677013646176
S0183,24,Female,Design,87,54.76996386566053,68.92792593519052,0.1675665393045065,0.07069660818436618,IT Support,0.8131499883638141,0.882018411583736
S0184,18,Female,IT,96,71.43510104932167,90.45452262417443,0.31030848210454753,0.3615401877629566,Data Analyst,0.9578302174752765,0.5090189547523223
S0185,18,Other,Engineering,58,51.458488182263224,53.274321786763835,0.503345130606154,0.5347994662811925,Designer,0.8837620154580319,0.9671266495481805
S0186,26,Other,Business,85,74.04450733015045,62.859476420103995,0.7964405615234773,0.9962244930446387,Business Analyst,0.9333294191163473,0.5432123162236187
S0187,28,Female,Engineering,90,83.1217005850534,88.50434433362145,0.7394692332387273,0.47453356262244073,IT Support,0.8587423965133077,0.8996190471017291
S0188,26,Female,Engineering,42,55.92513117990758,89.41741664493841,0.6455343564105223,0.8160567571143236,Designer,0.6933819006148554,0.9493082704717354
S0189,21,Other,IT,81,64.44424694545829,63.076664558726094,0.15577326058017016,0.43206728506661773,Technician,0.17025915212543596,0.9705677924252236
S0190,26,Female,IT,58,69.89183127510785,67.54744139720086,0.5470453456155777,0.7963907226197089,Technician,0.27170751885409294,0.9337385117479863
S0191,20,Male,IT,48,95.97655123280248,58.197153450956975,0.08744650179988545,0.5954148016201084,Business Analyst,0.2127269661302731,0.6437750197127217
